,comment-en,comment-mg,sentiment
498,"The song picks up again with more heart-wrenching harmonies, screams and pounding drums.","Miakatra indray ny hira miaraka amin'ny firindran'ny fo, ny kiakiaka ary ny amponga mikapoka.",1
499,"This is pure soul--its naked bearing, its deep hurt, its highest joys.","Izany dia fanahy madio - ny fitondrany mitanjaka, ny ratram-pony lalina, ny fifaliany ambony indrindra.",1
500,It is almost too simple and lacks preferences or options.,Saika tsotra loatra ary tsy manana safidy na safidy.,-1
501,"simply, THIS WAS RELEASED, NOT TO REJUVINATE THE COMMUNITY, BUT TO MAKE A QUICK BUCK. If ya wanna fly around and blow stuff up like a mongoloid retard, BUY THIS SIM!","Tsotra fotsiny, IZANY NO NAVOAKA, TSY HAHATONGAVAN'NY FIARAHA-MONINA, FA HO ATAO ATAO HAINGANA. Raha te hanidina ianao ary hitsoka zavatra toy ny mongoloid retard, VIDIO ITY SIM!",-1
502,"You go running around soaking up hundreds of bullets, and killing or destroying anything near you.","Mandeha mihazakazaka mitety bala an-jatony ianao, ary mamono na manimba izay rehetra eo akaikinao.",1
503,"The main problem I had with this book is it's characterization, or lack there of.","Ny olana lehibe nananako tamin'ity boky ity dia ny toetra mampiavaka azy, na ny tsy fahampian'ny azy.",-1
504,"This, my friends, is one of the best metal songs I've ever heard, period.","Ity ry namako dia iray amin'ireo hira metaly tsara indrindra henoko, vanim-potoana.",1
505,Let's just say I'm glad I rented.,Aleo atao hoe faly aho fa nanofa.,-1
506,"It is as manufactured as Britney, Steps 5ive etc, and on the same level musically.","Izy io dia novokarina tahaka an'i Britney, Steps 5ive sns, ary mitovy amin'ny mozika.",-1
507,... Cons: Everything....,... Cons: Ny zavatra rehetra....,-1
508,"That can be discouraging; when you seem to be getting off to a good start, only to have some aliens just stomp out your civilization with superior everything; and no help from your supposed allies.","Mety hahakivy izany; rehefa toa vao manomboka tsara ianao, dia misy vahiny sasany manitsaka ny sivilizasionanao amin'ny zava-drehetra ambony; ary tsy misy fanampiana avy amin'ny heverinao ho mpiara-dia aminao.",-1
509,"I previously posted the following review of this player: ""My Sony D500P arrived yesterday, and I tried two different DVDs, but both played poorly.","Navoakako teo aloha ity famerenana manaraka ity momba ity mpilalao ity: ""Tonga omaly ny Sony D500P-ko, ary nanandrana DVD roa samihafa aho, saingy samy nilalao ratsy.",-1
510,"If you needed to lengthen the coaxial cable, you could use a female-to-female barrel connector, but I assume you would start degrading your signal at some point.","Raha mila manalava ny tariby coaxial ianao dia azonao atao ny mampiasa mpampitohy barika vavy amin'ny vehivavy, saingy heveriko fa hanomboka hanambany ny famantarananao ianao amin'ny fotoana iray.",-1
511,"Mill's ""Principles"" are required reading for everyone seriously interested in the history of economic thought.","Ny ""Principle"" an'i Mill dia tsy maintsy vakina ho an'ny rehetra liana amin'ny tantaran'ny eritreritra ara-toekarena.",1
512,Square's ''old school'' attempts went to waste since there really wasn't anything ''old school'' about this game--not plot wise anyway.,"Very maina ny ezaky ny ""sekoly tranainy"" nataon'ny Square satria tsy nisy na inona na inona"" sekoly tranainy"" momba ity lalao ity - tsy misy teti-dratsy akory.",-1
513,What ever you were paid it was undeserved.,Na inona na inona nomena anao dia tsy mendrika izany.,-1
514,"No so with HTC (hd2, Hd3)","Tsia amin'ny HTC (hd2, Hd3)",1
515,Magnetism is personal power and the author's treatise on how to attain it is total bunk peppered with pseudo-science.,Ny andriamby dia herin'ny tena manokana ary ny fikaonan'ny mpanoratra momba ny fomba hahazoana azy dia feno pseudo-science.,-1
516,"Also, how many times is Dieselboy going to have mixes of ""Follow the Leader"" and ""You Must Follow"" on his albums.","Ary koa, impiry i Dieselboy no hanana fifangaroan'ny ""Follow the Leader"" sy ""You Must Follow"" ao amin'ny rakikirany.",-1
517,I am also a big fan of shooting the trees down.,Izaho koa dia tena tia mitifitra ny hazo.,1
518,It's definitely worth the $10 I got it for.,Tena mendrika ny $10 azoko izany.,1
519,What are you waiting for?,Inona no andrasanao?,1
520,"This is a hand guide to obvious intellectual/emotional underpinnings of 'reverse-Nazism', in Exodus, all non-Jews are gutless traitors lacking in all attributes desirable to a human being, while the heroic, courageous, morally upright, (superior race!)","Ity dia toro-làlana ho an'ny fototra ara-tsaina / ara-pihetseham-po amin'ny 'reverse-Nazism', ao amin'ny Eksodosy, ny tsy Jiosy rehetra dia mpamadika tsy manan-kialofana izay tsy manana toetra rehetra irin'ny olombelona, ​​​​fa ny mahery fo, be herim-po, mahitsy ara-pitondran-tena, (firazanana ambony!)",-1
521,"When I heard that the middle section where Paul sings ""Since You've Been Gone...."" is truncated did I realize that this is the single version being used, NOT the original album version.","Rehefa naheno aho fa tapaka ny tapany afovoany izay nihiran'i Paul ny ""Since You've Been Gone...."" dia tsapako fa io no version tokana ampiasaina fa TSY ilay version original album.",-1
522,"This orriginal album shows alot of talent and includes a number of styles of music, So it suits everyones taste in music from hiphop to rock.","Ity rakikira tany am-boalohany ity dia mampiseho talenta maro ary ahitana karazana mozika maromaro, ka mifanaraka amin'ny tsiron'ny mozika rehetra manomboka amin'ny hiphop ka hatramin'ny rock.",1
523,"Her ""woo-hoo!""","Ny ""woo-hoo!""",-1
524,"Overall, it was a good book.",Amin'ny ankapobeny dia boky tsara ilay izy.,1
525,"And the remake of ""Hellhound on My Trail,"" Johnson's signature tune??","Ary ny fanavaozana ny ""Hellhound on My Trail"", ny sonia nataon'i Johnson ??",-1
526,"And after that, she did not even bother to try out anything on my computer.",Ary taorian'izay dia tsy nisahirana nanandrana na inona na inona tamin'ny ordinaterako akory izy.,-1
527,"The towns, castles, and dungeons look just as real as the ones from FF 7 and FF 8. This makes the characters look out of place--especially in FMV sequences--because the characters are deformed looking.","Ny tanàna, ny trano mimanda ary ny fonja dia toa tena misy tahaka ny ao amin'ny FF 7 sy FF 8. Izany no mahatonga ny tarehin-tsoratra tsy hitovy amin'ny toerany--indrindra amin'ny filaharan'ny FMV--satria mikisaka ny endriny.",-1
528,The only way you will get enjoyment out of this is by doing the tournament with friends.,Ny hany fomba hahazoanao fahafinaretana amin'izany dia ny fanaovana ny fifaninanana miaraka amin'ny namana.,1
529,Graphics- For N64 is was really good!,Graphics- Ho an'ny N64 dia tena tsara!,1
530,"2. The claims about ""up to 500% more wireless coverage"" did not translate into a much improved signal for my remote computers - I only saw very marginal improvement on the prior Netgear router I was using!","2. Ny filazana momba ny ""hatramin'ny 500% bebe kokoa ny fandrakofam-baovao tsy misy tariby"" dia tsy nadika ho famantarana nohatsaraina kokoa ho an'ny solosaiko lavitra - tsy nahita fanatsarana kely fotsiny aho tamin'ny router Netgear taloha nampiasaiko!",-1
531,"Don't think this is a true port of the really good SNES game Harvest Moon, because Natsume, the company who created all the HM games, took of the major part of the game: interacting with others.","Aza mieritreritra fa tena seranan-tsambon'ny lalao SNES tena tsara Harvest Moon ity, satria i Natsume, ilay orinasa namorona ny lalao HM rehetra, dia nandray ny ampahany lehibe amin'ny lalao: mifandray amin'ny hafa.",-1
532,"""All flash, no substance"" Features -All skill-requiring mini-games have been removed!","Ny endri-javatra ""tselatra rehetra, tsy misy akora"" - Nesorina daholo ny lalao mini mila fahaizana!",-1
533,It's awful!,Mampalahelo!,-1
534,This is the worst game I have ever played.,Ity no lalao ratsy indrindra nataoko hatramin'izay.,-1
535,"My husband and I have read several marriage books over the years...some good, some bad, and one so terrible that Andy actually threw it across the bedroom into the trashcan...but Love and Respect is our favorite, by far.","Namaky boky momba ny fanambadiana maromaro izahay mivady nandritra ny taona maro... ny sasany tsara, ny sasany ratsy, ary ny iray tena nahatsiravina ka tena narian'i Andy teo amin'ny efitra fatoriana ho ao anaty fitoeram-pako...fa ny Fitiavana sy ny Fanajana no tena tianay hatramin'izao.",1
536,There is a certain magical charm that works between her and Day-Lewis that is both tragic and inspiring.,Misy ody mahagaga miasa eo aminy sy Day-Lewis izay sady mampalahelo no manentana.,1
537,There is no rhyme or reason to the film as it progresses and by the end it doesn't explain anything that has just transpired (or even attempts too!),Tsy misy rima na anton'ilay sarimihetsika rehefa mandroso ary amin'ny farany dia tsy manazava na inona na inona izay vao nitranga (na manandrana koa!),-1
538,Story The plot is what really kept me fromlosing hope of this game.,Tantara Ny tetika no tena nanakana ahy tsy ho very fanantenana amin'ity lalao ity.,1
539,"It's very comfortable to charge - the charger is in the socket, the headset is in the charger, no tangling wires - great!","Tena mahazo aina ny mamaly azy - ny charger dia ao amin'ny socket, ny headset dia ao amin'ny charger, tsy misy tariby mikorontana - tsara!",1
540,Read on to see what else makes this game unplayable.,Vakio hatrany mba hahitana hoe inona koa no mahatonga ity lalao ity tsy azo lalaovina.,-1
541,"Unfortunately, the answer is a definitive no. A bland script coupled with a less than engaging plot overshadows its CG and musical flare.",Indrisy anefa fa tsia ny valiny. Ny soratra manjavozavo miaraka amin'ny tetika tsy dia mahaliana loatra dia manaloka ny CG sy ny mozikany.,-1
542,"It's fun to get a sports car, or monster truck delivered to you in the middle of a battle.","Mahafinaritra ny mahazo fiara ara-panatanjahantena, na kamiao goavam-be aterina aminao eo afovoan'ny ady.",1
543,"No stat-building, no crappy jumps, and NO camera issues.","Tsy misy fananganana statistika, tsy misy fitsambikinana, ary TSY olana amin'ny fakantsary.",1
544,"Sadly though, the negative aspects of AV are too glaring to ignore.",Mampalahelo anefa fa ny lafiny ratsy amin'ny AV dia manjelanjelatra loatra ka tsy azo tsinontsinoavina.,-1
545,I only had a short time to use the unit.,Fotoana fohy monja no nampiasako ilay fitaovana.,-1
546,don't buy this cd it is a waste of good money,aza mividy io cd io fa mandany vola be,-1
547,"Being a big fan of Nobuo Uematsu, I was overall pleased with his work in this movie.","Amin'ny maha mpankafy an'i Nobuo Uematsu, dia nahafaly ahy tamin'ny ankapobeny ny asany tamin'ity sarimihetsika ity.",1
548,"Beyonce, you're incredible, but this album was a slap in the face to all of your fans and anyone who even mildly liked you.","Beyonce, tsy mampino ianao, fa ity rakikira ity dia tehamaina ho an'ny mpankafy anao rehetra sy izay rehetra tia anao.",-1
549,But it's cool if you don't have one because then you have a space on every board that does nothing!,Saingy mahafinaritra raha tsy manana ianao satria manana toerana eo amin'ny solaitra rehetra ianao izay tsy manao na inona na inona!,-1
550,Perhaps even more current given the current economic crisis.,Mbola vao mainka aza angamba noho ny krizy ara-toekarena ankehitriny.,1
551,What a waste of time.,Tena fandaniam-potoana.,-1
552,"Rounding off the album are some great end of the night belters from X-Press 2, Alcatraz and Grace. I've been ever increasingly worried about the quality of the compilations coming out of HK towers of late.","Ny famadihana ny rakikira dia faran'ny faran'ny alina avy amin'ny X-Press 2, Alcatraz ary Grace. Vao mainka aho nanahy momba ny kalitaon'ny fanangonana nivoaka avy amin'ny tilikambo HK tato ho ato.",1
553,This is a bad idea because matches involve no strategy at all.,Hevitra ratsy izany satria tsy misy paikady mihitsy ny lalao.,-1
554,This song is so great.,Tena mahafinaritra ity hira ity.,1
555,It was a total waste of my money.,Tena fandaniam-bola tanteraka izany.,-1
556,We have to zig-align the camera so the film (actually BL scan back) and the plane of the art are aligned exactly.,Tsy maintsy asiana zig ny fakan-tsary mba hifanaraka tsara ny sarimihetsika (raha ny marina BL scan back) sy ny fiaramanidina.,1
557,"My advice, however, is to leave this one alone and listen to practically everything else by Neil Finn.",Ny torohevitro anefa dia avelao ity iray ity ary mihaino ny zavatra hafa rehetra nataon'i Neil Finn.,-1
558,"All in all I think the game is a sophisticated chess match, and like chess takes many hours to master, so don't buy this game if you are short on time.","Amin'ny ankapobeny dia heveriko fa lalao chess saro-takarina ny lalao, ary toy ny chess dia mila ora maro mba hahafehy azy, koa aza mividy ity lalao ity raha toa ka tsy ampy ny fotoana.",1
559,"Level gaining is quick, and irrelevant since it seems to not matter what level the party is at.","Haingana ny fahazoana lenta, ary tsy misy ifandraisany satria toa tsy mampaninona izay ambaratonga misy ny antoko.",-1
